,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
356,Yulara,0,AU,1614055234,20,-25.2406,130.9889,87.8,11.5
357,Kinablangan,33,PH,1614055234,71,7.6947,126.5503,84.09,7.58
358,Saint Paul,1,US,1614055234,75,44.9444,-93.0933,39.2,9.22
359,São Gabriel da Cachoeira,100,BR,1614054944,97,-0.1303,-67.0892,72.77,1.48
360,Sulina,0,RO,1614055235,80,45.1559,29.6536,38.95,4.16
361,Akhmeta,20,GE,1614055235,60,42.0311,45.2075,37.4,39.12
362,Mossamedes,69,AO,1614055235,78,-15.1961,12.1522,68.72,7.4
363,Manokwari,95,ID,1614055235,70,-0.8667,134.0833,83.43,11.88
364,Anloga,20,GH,1614054989,83,5.7947,0.8973,82.4,3.44
365,Amapá,100,BR,1614055236,98,1.0,-52.0,69.85,1.32
366,Morant Bay,20,JM,1614055236,73,17.8815,-76.4093,77.0,9.22
367,Ubari,22,LY,1614054946,42,26.5921,12.7805,50.49,13.27
368,Tungor,100,RU,1614055237,91,53.3808,142.9564,-1.07,20.69
369,Faya,0,SA,1614055237,88,18.3851,42.4509,55.4,11.5
370,Pimentel,98,PE,1614054988,85,-6.8367,-79.9342,69.01,3.0
371,Washington,21,US,1614055225,90,47.5001,-120.5015,39.99,5.01
372,Port Augusta,0,AU,1614055238,37,-32.5,137.7667,75.0,18.41
373,Bergen,75,NO,1614055238,100,60.392,5.328,41.0,5.75
374,Fes,20,MA,1614055238,87,34.0372,-4.9998,39.2,9.22
375,Samaipata,48,BO,1614055238,100,-18.15,-63.8667,53.2,2.39
376,Hobyo,100,SO,1614055239,68,5.3505,48.5268,79.18,18.52
377,Krivosheino,78,RU,1614055239,88,57.3431,83.9261,-12.55,3.98
378,Sandwick,89,GB,1614055239,81,60.0,-1.25,44.6,17.27
379,Sokoni,75,TZ,1614055240,88,-6.4333,39.55,75.2,4.61
380,Kattivākkam,40,IN,1614055238,74,13.2167,80.3167,80.6,2.3
381,Kahului,40,US,1614054974,73,20.8947,-156.47,73.4,23.02
382,Banda Aceh,99,ID,1614054987,64,5.5577,95.3222,85.6,9.1
383,Beeskow,61,DE,1614055240,85,52.1667,14.25,39.99,1.99
384,Grand Gaube,16,MU,1614055241,73,-20.0064,57.6608,82.0,10.0
385,Porkhov,100,RU,1614055241,85,57.765,29.5561,14.0,8.95
386,Darovskoy,0,RU,1614055241,84,58.77,47.9564,-25.55,7.52
387,Walvis Bay,3,NA,1614055241,88,-22.9575,14.5053,61.0,4.61
388,Vuktyl,0,RU,1614055242,83,63.8567,57.3094,-29.56,1.86
389,Tuatapere,73,NZ,1614055242,41,-46.1333,167.6833,78.01,5.99
390,Krasnosel'kup,23,RU,1614055242,82,65.7,82.4667,-33.56,6.6
391,Viedma,0,AR,1614055243,42,-40.8135,-62.9967,55.22,0.58
392,Cabra,0,ES,1614055243,100,37.4725,-4.4421,39.2,2.3
393,Spassk,100,RU,1614055243,90,52.747,87.7545,11.41,0.25
394,Charleston,1,US,1614055243,100,32.7766,-79.9309,55.99,4.61
395,Bafoulabé,0,ML,1614055244,18,13.8065,-10.8321,72.73,3.38
396,Rome,90,US,1614055244,80,43.2128,-75.4557,34.0,10.36
397,Marzuq,26,YE,1614055244,35,14.4,46.4667,72.25,1.25
398,Kosa,0,RU,1614055244,84,59.9445,54.9977,-29.9,6.4
399,Nabire,98,ID,1614055109,64,-3.3667,135.4833,85.69,6.85
400,Nyrob,0,RU,1614055245,82,60.733,56.7202,-28.98,4.59
401,Petropavlovsk-Kamchatskiy,75,RU,1614055245,86,53.0452,158.6483,28.4,4.47
402,Avera,90,US,1614055245,77,33.194,-82.5271,48.2,4.61
403,Boa Vista,0,BR,1614055245,61,2.8197,-60.6733,80.6,10.36
404,Atakpamé,27,TG,1614055246,81,7.5333,1.1333,73.38,0.92
405,Aykhal,1,RU,1614055246,80,66.0,111.5,-26.21,0.67
406,Chara,62,RU,1614055246,77,56.9064,118.2631,-12.39,1.3
407,Campbell River,20,CA,1614054988,93,50.0163,-125.2446,37.0,5.75
408,Timrå,90,SE,1614055247,100,62.487,17.3257,34.0,17.27
409,Rawson,0,AR,1614055247,59,-43.3002,-65.1023,58.41,14.79
410,Lüderitz,0,NA,1614055209,75,-26.6481,15.1594,61.14,14.16
411,Mae Sot,45,TH,1614055247,58,16.7167,98.5667,84.2,2.3
412,Fukuechō,0,JP,1614055247,41,32.6881,128.8419,57.2,17.27
413,Cockburn Town,0,TC,1614055248,77,21.4612,-71.1419,76.86,19.64
414,Nizwá,0,OM,1614055248,26,22.9333,57.5333,75.99,1.14
415,Churapcha,100,RU,1614055248,83,62.0025,132.4325,-20.92,4.63
416,Ligayan,1,PH,1614055248,74,4.6533,119.4706,83.03,9.73
417,Jiayuguan City,73,CN,1614055249,63,39.8167,98.3,37.36,10.13
418,Bon Accord,20,CA,1614055249,69,53.8335,-113.4187,33.8,5.75
419,São João da Barra,87,BR,1614055249,87,-21.6403,-41.0511,72.37,5.79
420,Mīzan Teferī,98,ET,1614055249,77,6.9833,35.5833,64.06,3.33
421,Mar del Plata,0,AR,1614055250,88,-38.0023,-57.5575,61.0,11.3
422,Venado Tuerto,0,AR,1614055250,94,-33.7456,-61.9688,69.01,5.99
423,Egvekinot,18,RU,1614055250,90,66.3167,-179.1667,-21.35,0.98
424,Kemijärvi,100,FI,1614055250,93,66.7131,27.4306,3.74,10.98
425,Rocha,77,UY,1614055251,92,-34.4833,-54.3333,66.13,3.65
426,Laishevo,16,RU,1614055251,63,55.4046,49.5504,-22.0,20.13
427,Tambacounda,0,SN,1614055251,31,13.7539,-13.7586,77.0,9.22
428,Titusville,90,US,1614055251,88,28.6122,-80.8075,69.01,4.61
429,Muros,84,ES,1614055252,77,42.7762,-9.0603,55.0,1.01
430,Saint-Paul,4,RE,1614055252,74,-21.0096,55.2707,80.6,19.57
431,Cascais,100,PT,1614055252,91,38.6979,-9.4215,57.0,19.89
432,Nova Odesa,3,UA,1614055252,93,47.3078,31.7851,30.2,2.24
433,Shimoda,40,JP,1614055090,48,34.6667,138.95,60.8,14.97
434,Chardara,84,KZ,1614055253,50,41.2547,67.9692,47.57,15.01
435,Insar,2,RU,1614055253,83,53.8653,44.3738,-26.28,11.88
436,Viçosa,76,BR,1614055253,95,-20.7539,-42.8819,64.47,1.54
437,Adrar,0,MR,1614055254,30,20.5022,-10.0711,63.28,12.17
438,Bograd,7,RU,1614055254,67,54.2344,90.8328,10.4,1.45
439,Joigny,79,FR,1614055255,66,47.9829,3.401,52.0,5.84
440,Moose Factory,90,CA,1614055255,93,51.2585,-80.6094,28.4,11.5
441,Koslan,83,RU,1614055255,89,63.4564,48.8989,-13.0,4.63
442,Weyburn,25,CA,1614055255,80,49.6668,-103.8511,30.2,8.05
443,Luwuk,100,ID,1614054988,60,-0.9516,122.7875,87.44,1.25
444,Nuuk,90,GL,1614055256,59,64.1835,-51.7216,26.6,19.57
445,Nishihara,75,JP,1614055256,56,26.1842,127.7558,77.0,9.22
446,Itaituba,100,BR,1614055256,97,-4.2761,-55.9836,73.06,2.8
447,Warwick,75,US,1614055256,87,41.7001,-71.4162,37.4,8.05
448,Ust-Tsilma,93,RU,1614055257,92,65.441,52.1498,-3.24,4.25
449,Adolfo López Mateos,94,MX,1614055257,51,28.4667,-107.3,45.9,6.06
450,Purificación,95,CO,1614055257,80,3.8587,-74.9313,75.43,0.81
451,Dingcheng,77,CN,1614055257,44,32.1272,115.0394,59.43,14.18
452,Aurdal,95,NO,1614055257,94,60.9242,9.4159,35.01,4.09
453,São Félix do Xingu,97,BR,1614055258,96,-6.6447,-51.995,71.56,1.79
454,Watertown,75,US,1614054970,100,42.3709,-71.1828,37.0,5.75
455,La Palma,1,US,1614055258,36,33.8464,-118.0467,66.99,3.44
456,São Sepé,46,BR,1614055258,70,-30.1606,-53.5653,74.12,1.7
457,Acapulco de Juárez,1,MX,1614055259,71,16.8634,-99.8901,73.67,6.4
458,Quatre Cocos,40,MU,1614055259,74,-20.2078,57.7625,82.0,12.66
459,Alice Springs,0,AU,1614055260,21,-23.7,133.8833,87.01,17.27
460,Payo,100,ID,1614055260,59,-3.7508,103.6372,88.59,3.91
461,Shinshiro,19,JP,1614055260,67,34.9,137.5,60.01,10.0
462,Kumluca,0,TR,1614055260,42,36.3703,30.2869,51.87,3.62
463,Roald,28,NO,1614055261,81,62.5833,6.1333,41.0,9.22
464,Marolambo,28,MG,1614054988,81,-20.05,48.1167,74.79,2.42
465,Kashmor,0,PK,1614055261,13,28.4333,69.5833,85.59,3.78
466,Morshansk,0,RU,1614054984,86,53.4435,41.8107,-21.59,8.25
467,Emerald,24,AU,1614055262,16,-23.5333,148.1667,104.0,4.61
468,Twentynine Palms,1,US,1614055263,21,34.1356,-116.0542,57.0,9.22
469,Mpika,100,ZM,1614055263,98,-11.8343,31.4529,62.1,6.02
470,Maraã,0,BR,1614055263,98,-1.8333,-65.3667,73.02,1.9
471,Kamenka,0,RU,1614055263,85,51.3223,42.7678,-19.77,11.27
472,Tutóia,99,BR,1614055264,88,-2.7619,-42.2744,77.83,6.11
473,Crotone,10,IT,1614055135,64,39.0851,17.1178,43.0,7.0
474,Nago,75,JP,1614055240,57,26.5881,127.9761,77.0,9.22
475,Tallahassee,90,US,1614055264,100,30.4383,-84.2807,60.8,6.62
476,Ibrā’,0,OM,1614054980,27,22.6906,58.5334,76.66,2.57
477,Ola,1,RU,1614055265,85,59.5833,151.2833,8.64,8.55
478,Galveston,0,US,1614055265,82,29.3669,-94.9669,55.0,3.44
479,Putina,86,PE,1614055265,76,-15.4667,-69.4333,44.4,10.45
480,Butembo,95,CD,1614055265,75,0.15,29.2833,61.25,2.08
481,Saldanha,0,ZA,1614055266,82,-33.0117,17.9442,55.4,4.61
482,Marfino,0,RU,1614055266,70,55.7028,37.3822,-9.4,4.47
483,Abu Kamal,0,SY,1614055266,53,34.4506,40.9171,46.36,2.21
484,Omboué,99,GA,1614055266,90,-1.5746,9.2618,76.06,5.14
485,Sorong,16,ID,1614055266,72,-0.8833,131.25,84.54,14.27
486,Svetlaya,100,RU,1614055267,83,46.5389,138.3297,23.29,10.65
487,Beringovskiy,1,RU,1614055267,85,63.05,179.3167,-22.68,8.37
488,Nemuro,75,JP,1614055014,64,43.3236,145.575,32.0,12.66
489,San Andrés,40,CO,1614054985,83,12.5847,-81.7006,77.0,10.36
490,Kutum,51,SD,1614055268,37,14.2,24.6667,52.72,10.98
491,Al Bardīyah,4,LY,1614055268,67,31.7561,25.0865,55.08,11.52
492,Manzhouli,0,CN,1614055268,84,49.6,117.4333,5.11,3.87
493,Camopi,97,GF,1614055268,97,3.1655,-52.3158,68.22,2.26
494,Shatki,0,RU,1614055269,83,55.1887,44.1249,-26.84,8.93
495,Sampit,95,ID,1614055269,60,-2.5333,112.95,89.42,4.03
496,Olinda,40,BR,1614055269,69,-8.0089,-34.8553,78.8,4.61
497,Vilnius,90,LT,1614055269,100,54.6892,25.2798,26.6,4.61
498,Barentu,0,ER,1614055269,56,15.1139,37.5928,67.14,1.83
499,Yenagoa,100,NG,1614055270,83,4.9247,6.2642,77.2,2.68
500,Kiama,71,AU,1614055038,67,-34.6833,150.8667,72.0,3.0
501,Oeiras do Pará,100,BR,1614055270,95,-2.0031,-49.8544,73.09,5.03
502,Gawler,7,AU,1614055270,37,-34.6,138.7333,72.0,5.99
503,Lucea,20,JM,1614055271,78,18.451,-78.1736,75.2,1.14
504,Oktyabr'skiy,100,RU,1614055271,87,54.4815,53.471,-12.24,20.13
505,Brae,90,GB,1614055272,81,60.3964,-1.353,44.6,17.27
506,Sobolevo,82,RU,1614055272,91,54.4299,31.8996,1.4,11.97
507,Jasper,1,US,1614055272,49,37.2001,-94.3502,48.2,10.36
508,Stafford,100,GB,1614055272,95,52.8052,-2.1164,46.99,16.49
509,Kostino,14,RU,1614055273,83,58.9097,53.2691,-30.95,6.08
510,Porto Belo,40,BR,1614055273,78,-27.1578,-48.5531,77.0,11.5
511,Ataco,98,CO,1614055273,76,3.5915,-75.3818,72.93,3.04
512,Muli,39,MV,1614055273,75,2.9167,73.5667,82.38,15.57
513,Maceió,0,BR,1614055273,94,-9.6658,-35.7353,73.4,3.44
514,Mirny,73,RU,1614054983,86,62.5353,113.9611,-13.05,2.48
515,Sault Ste. Marie,90,CA,1614055274,86,46.5168,-84.3333,33.8,14.97
516,Panabá,81,MX,1614055274,96,21.2833,-88.2667,69.96,6.96
517,Dalby,40,AU,1614055274,23,-27.1833,151.2667,98.6,9.22
518,Freeport,90,US,1614055275,81,40.6576,-73.5832,37.99,12.66
519,Canindé de São Francisco,92,BR,1614055275,81,-9.66,-37.7894,75.63,5.61
520,Natal,20,BR,1614055275,88,-5.795,-35.2094,77.0,4.61
521,Chancay,0,PE,1614055276,83,-11.5714,-77.2672,69.01,9.22
522,Buala,93,SB,1614055276,79,-8.145,159.5921,83.32,8.52
523,Los Llanos de Aridane,0,ES,1614055276,72,28.6585,-17.9182,60.8,6.91
524,Cuamba,99,MZ,1614054989,95,-14.8031,36.5372,70.41,1.95
525,Lábrea,96,BR,1614055277,93,-7.2586,-64.7981,74.12,1.12
526,Poronaysk,96,RU,1614055277,93,49.2167,143.1167,14.52,8.93
527,Kysyl-Syr,51,RU,1614055277,84,63.8986,122.7617,-20.61,1.48
528,Jumla,0,NP,1614055278,30,29.2747,82.1838,60.78,5.28
529,Shalya,100,RU,1614055278,84,57.2471,58.7298,-23.28,12.71
530,Mwene-Ditu,100,CD,1614055278,100,-7.0,23.45,64.13,4.07
531,Estelle,1,US,1614055278,87,29.8458,-90.1067,60.8,3.44
532,Raudeberg,48,NO,1614055278,81,61.9875,5.1352,44.01,19.98
533,Verkhnevilyuysk,76,RU,1614055279,86,63.4453,120.3167,-15.18,1.79
534,Altamira,97,BR,1614055279,98,-3.2033,-52.2064,69.01,2.51
535,Merauke,100,ID,1614055279,80,-8.4667,140.3333,81.75,8.25
536,Yangi Marg`ilon,75,UZ,1614055280,81,40.4272,71.7189,42.8,3.53
537,Maţāy,0,EG,1614055280,78,28.419,30.7792,48.74,7.58
538,Makungu,100,TZ,1614055280,89,-8.7333,35.2833,65.43,0.96
539,Prince Rupert,90,CA,1614055281,87,54.3161,-130.3201,41.0,19.57
540,Selkirk,96,CA,1614055282,70,50.1436,-96.8845,37.4,3.44
541,Mayo,1,US,1614055282,87,38.8876,-76.5119,37.4,6.91
542,Korla,53,CN,1614055282,49,41.7597,86.1469,47.71,11.39
543,Lālmohan,64,BD,1614055282,33,22.3384,90.7419,80.49,5.88
544,Nueva Loja,100,EC,1614055283,94,0.0847,-76.8828,70.48,2.26
545,Tambopata,77,PE,1614054988,99,-12.7333,-69.1833,72.81,1.61
546,Sangar,76,RU,1614055283,83,63.9242,127.4739,-24.25,2.84
547,Gambēla,90,ET,1614055283,46,8.25,34.5833,80.26,2.13
548,Villarrica,0,PY,1614054988,75,-25.75,-56.4333,76.28,4.52
549,Trofors,90,NO,1614055284,93,65.5333,13.4063,33.8,3.44
550,Alanya,0,TR,1614055284,65,36.5438,31.9998,41.0,8.05
551,Lahat,99,ID,1614055284,59,-3.8,103.5333,88.18,3.91
552,Saint-Pierre,0,RE,1614055285,65,-21.3393,55.4781,84.2,23.02
553,Klaipėda,99,LT,1614055285,100,55.7172,21.1175,32.0,6.91
554,Haldwani,0,IN,1614055086,24,29.2167,79.5167,78.66,4.88
555,Te Anau,49,NZ,1614055285,47,-45.4167,167.7167,68.59,7.92
556,Karpathos,21,GR,1614055285,76,35.507,27.2132,53.6,9.22
557,Dzilam González,47,MX,1614055286,95,21.2833,-88.9333,69.87,5.23
558,Fuyu,0,CN,1614055287,85,45.1833,124.8167,12.51,10.6
559,Port Said,0,EG,1614055287,82,31.2565,32.2841,57.2,11.5
560,Gandiaye,0,SN,1614055287,18,14.2333,-16.2667,74.64,8.48
561,Khandyga,90,RU,1614055287,83,62.6667,135.6,-21.01,2.33
562,Prainha,100,BR,1614055288,95,-1.8,-53.48,71.28,4.27
563,Marsá Maţrūḩ,40,EG,1614055288,58,31.3525,27.2453,57.2,9.22
564,Darnah,12,LY,1614055288,74,32.767,22.6367,54.84,14.94
565,Baykit,100,RU,1614055288,85,61.67,96.37,-6.0,1.9
566,Ambulu,50,ID,1614055289,75,-8.345,113.6058,84.15,7.96
567,Naze,75,JP,1614055289,60,28.3667,129.4833,73.4,17.27
568,Mülheim-Kärlich,90,DE,1614055289,84,50.3833,7.5,48.99,5.64
569,Zyryanovsk,100,KZ,1614055289,95,49.7386,84.2719,18.14,1.36
570,Lata,96,PT,1614055289,82,40.1629,-8.3327,55.99,7.05
571,Kindu,100,CD,1614055290,84,-2.95,25.95,68.99,2.44
572,Bom Jesus,100,BR,1614055290,90,-9.0744,-44.3586,72.59,0.67
573,Saint-Louis,0,SN,1614055290,25,16.3333,-15.0,77.0,2.3
574,Dessie,87,ET,1614055291,67,11.1333,39.6333,55.38,0.85
575,Ramna,0,RO,1614055291,93,45.4383,21.6883,36.0,1.14
576,Karlskrona,56,SE,1614055291,100,56.1616,15.5866,32.0,1.14
577,Vallenar,13,CL,1614055292,80,-28.5708,-70.7581,58.91,3.67
578,Petropavlovka,58,RU,1614055292,88,50.6114,105.3196,16.97,6.02
579,Akdağmadeni,0,TR,1614055292,85,39.6603,35.8836,25.72,0.47
580,Massaguet,89,TD,1614055292,20,12.4755,15.4365,66.2,8.05
581,Saint Lawrence,20,MT,1614055292,87,36.0553,14.204,53.6,6.91
582,Morgan City,1,US,1614055293,87,29.6994,-91.2068,48.99,5.12
583,Coyhaique,0,CL,1614055293,76,-45.5752,-72.0662,50.0,6.91
584,Briançon,15,FR,1614055293,74,44.9,6.65,43.0,0.69
585,Sibolga,98,ID,1614055294,63,1.7427,98.7792,86.04,5.97
586,Fartura,2,BR,1614055294,91,-23.3883,-49.51,67.89,6.2
587,Warri,98,NG,1614055294,83,5.5167,5.75,77.34,1.5
588,Bitam,24,GA,1614055294,97,2.076,11.5007,67.44,2.28
589,Awjilah,0,LY,1614055294,89,29.1081,21.2869,49.77,8.81
590,Bentiu,7,SS,1614055295,22,9.2333,29.8333,70.7,4.52
591,Cochrane,90,CA,1614055295,100,51.1834,-114.4687,28.99,18.41
592,Atambua,52,ID,1614055295,73,-9.1061,124.8925,81.88,5.95
593,Tazovsky,72,RU,1614055295,84,67.4667,78.7,-30.77,5.82
594,Novyy Urgal,100,RU,1614055296,86,51.0736,132.5642,5.59,3.42
595,Marsh Harbour,0,BS,1614055296,82,26.5412,-77.0636,73.47,17.78
596,Sola,100,VU,1614055296,71,-13.8833,167.55,83.8,4.45
597,Richards Bay,0,ZA,1614055296,81,-28.783,32.0377,74.82,14.0
598,Marabá,40,BR,1614055297,100,-5.3686,-49.1178,73.4,2.3
599,Vigrestad,90,NO,1614055297,93,58.5667,5.7,39.0,4.61
600,Manche,20,FR,1614055297,93,49.0,-1.1667,46.4,5.75
601,Presidencia Roque Sáenz Peña,64,AR,1614055297,62,-26.7852,-60.4388,82.99,1.99
602,Krško,0,SI,1614055298,76,45.9591,15.4917,44.6,5.75
603,San Luis,4,AR,1614055298,28,-33.295,-66.3356,68.23,17.78
604,Ekangala,28,ZA,1614055298,94,-25.6962,28.7492,62.6,3.44
605,Turukhansk,46,RU,1614055299,80,65.8167,87.9833,-22.68,3.0
606,Soyo,100,AO,1614055299,82,-6.1349,12.3689,78.17,5.3
607,Findlay,90,US,1614055299,75,41.0442,-83.6499,36.0,19.57
608,Mananjary,0,MG,1614055299,78,-21.2167,48.3333,80.2,1.19
609,Rundu,87,NA,1614055300,96,-17.9333,19.7667,63.66,2.64
610,Ust'-Koksa,100,RU,1614055300,89,50.2696,85.6108,17.35,2.48
611,Vagay,14,RU,1614055300,86,57.9375,69.0217,-20.29,5.88
612,Xiongyue,48,CN,1614055300,68,40.1774,122.1228,25.36,11.99
613,Takoradze,96,GH,1614055300,83,4.8845,-1.7554,78.57,4.9
614,Marabu,40,MY,1614055216,79,4.4148,114.0089,84.2,9.22
615,Havelock,1,US,1614055301,100,34.8791,-76.9013,51.01,8.05
616,Tocache,100,PE,1614055301,83,-8.1842,-76.5125,70.74,0.63
617,Manggar,100,ID,1614055301,75,-2.8833,108.2667,82.99,13.4
618,Bundaberg,1,AU,1614055302,46,-24.85,152.35,91.4,13.8
619,Kuminskiy,21,RU,1614055302,85,58.6667,66.5667,-27.31,6.53
620,Grinnell,75,US,1614055302,65,41.743,-92.7224,41.0,14.97
621,Bibiani,23,GH,1614055303,98,6.4635,-2.3194,69.89,0.69
622,Eyl,52,SO,1614055303,68,7.9803,49.8164,77.36,15.03
623,Billings Metropolitan Area,75,US,1614055303,52,45.7833,-108.5007,42.8,12.66
624,Laas,0,IT,1614055304,100,46.6166,10.7002,39.0,2.3
625,Kamaishi,75,JP,1614055304,55,39.2667,141.8833,33.8,18.41
626,Verāval,0,IN,1614055304,31,20.9,70.3667,84.51,8.08
627,Gladstone,0,AU,1614055304,62,-23.85,151.25,89.6,13.8
628,El Dorado,1,US,1614055304,50,38.7666,-120.5177,53.6,4.61
629,Mahanje,100,TZ,1614055305,96,-9.9333,35.3333,65.35,0.4
630,Pavullo nel Frignano,0,IT,1614055305,52,44.3315,10.835,43.0,16.11
631,Macas,100,EC,1614055305,77,-2.3167,-78.1167,67.44,1.77
632,Gushikawa,75,JP,1614055305,57,26.3544,127.8686,77.0,9.22
633,Pochutla,20,MX,1614055306,72,15.7432,-96.4661,75.99,4.0
634,Ucluelet,40,CA,1614055306,90,48.9329,-125.5528,39.99,1.01
635,Padang,20,ID,1614055062,66,-0.9492,100.3543,87.8,4.61
636,Kaduqli,17,SD,1614055306,21,11.0167,29.7167,69.08,13.96
637,Guerrero Negro,38,MX,1614055307,43,27.9769,-114.0611,62.42,3.06
638,Zinder,2,NE,1614055307,27,13.8072,8.9881,58.86,10.96
639,Douentza,0,ML,1614055308,27,14.9951,-2.9517,60.12,1.79
640,Ballina,40,AU,1614055308,74,-28.8667,153.5667,87.8,17.27
641,Hamīrpur,0,IN,1614055308,17,25.95,80.15,82.24,5.1
642,Prince George,75,CA,1614055309,69,53.9166,-122.753,30.2,9.22
643,Hanzhong,4,CN,1614055309,29,33.0728,107.0303,69.4,7.23
644,Xinyang,58,CN,1614055204,40,32.1228,114.0656,59.47,9.64
645,Salinópolis,100,BR,1614055310,91,-0.6136,-47.3561,75.99,10.18
646,Puerto Escondido,1,MX,1614055310,83,15.85,-97.0667,77.0,3.29
647,Ilulissat,20,GL,1614055310,45,69.2167,-51.1,19.4,19.57
648,Kaeo,95,NZ,1614055311,63,-35.1,173.7833,73.99,11.01
649,Jūybār,0,IR,1614055311,87,36.6412,52.9124,37.4,4.14
650,Maningrida,100,AU,1614055311,73,-12.0667,134.2667,85.62,10.13
651,Kuna,75,US,1614055311,61,43.4918,-116.4201,43.0,13.8
652,Kibaya,100,TZ,1614055311,100,-5.3,36.5667,58.87,4.99
653,Padilla,75,CO,1614055312,94,3.2204,-76.3139,69.8,2.3
654,Akdepe,90,TM,1614055312,75,42.0551,59.3788,41.0,18.41
655,Kenai,1,US,1614055312,72,60.5544,-151.2583,8.6,3.44
656,Tommot,100,RU,1614055312,85,58.9564,126.2925,-9.02,4.52
657,Sistranda,75,NO,1614055313,93,63.7256,8.834,39.2,14.97
658,Tabas,8,IR,1614055313,27,33.5959,56.9244,59.59,2.28
659,Isiro,86,CD,1614055313,54,2.7739,27.616,67.15,0.72
660,Quesnel,90,CA,1614055313,80,52.9999,-122.5029,32.0,3.58
661,Kainantu,98,PG,1614055314,83,-6.2887,145.8655,71.74,0.74
662,Taoudenni,0,ML,1614055314,26,22.6783,-3.9836,66.38,9.55
663,Waitati,94,NZ,1614055314,73,-45.75,170.5667,71.01,15.99
664,Maniago,90,IT,1614055314,93,46.1706,12.7078,46.4,4.61
665,Halifax,100,CA,1614055299,86,44.6453,-63.5724,33.8,13.8
666,Cururupu,100,BR,1614055315,97,-1.8283,-44.8683,72.48,1.68
667,Abdulino,100,RU,1614055315,87,53.7,53.6667,-11.27,19.42
668,Perevolotskiy,100,RU,1614055315,87,51.8763,54.1938,-12.1,19.6
669,Roşieşti,0,RO,1614055316,89,46.4333,27.8833,34.16,5.21
670,Kirakira,100,SB,1614055316,76,-10.4544,161.9205,83.64,2.89
671,Tartagal,40,AR,1614055317,45,-22.5164,-63.8013,75.16,3.58
672,Zhob,8,PK,1614055317,28,31.3411,69.4481,63.63,16.89
673,Issia,1,CI,1614055317,97,6.4922,-6.5856,70.81,2.39
674,Hailar,0,CN,1614055317,87,49.2,119.7,-1.16,6.13
675,Westport,1,US,1614055318,87,41.1415,-73.3579,35.6,6.91
676,Mankono,0,CI,1614055318,39,8.0586,-6.1897,69.57,2.33
